supplier_id,name,lead_time_mean,lead_time_std,defect_rate,late_shipments_rate,financial_score,risk_label_numeric
S1540,Supplier F,2.0,1.98,0.131,0.247,0.736,0.25
S1541,Supplier G,9.89,3.28,0.14,0.117,0.444,0.368
S1542,Supplier H,17.09,0.5,0.013,0.239,0.727,0.354
S1543,Supplier I,16.65,1.25,0.017,0.028,0.732,0.265
S1544,Supplier J,8.17,2.82,0.144,0.192,0.925,0.239
S1545,Supplier K,7.59,3.08,0.049,0.168,0.835,0.212
S1546,Supplier L,11.88,2.63,0.132,0.077,0.55,0.338
S1547,Supplier M,6.01,1.42,0.064,0.137,0.933,0.161
S1548,Supplier N,11.21,2.18,0.027,0.05,0.744,0.219
S1549,Supplier O,13.06,3.39,0.021,0.22,0.764,0.298
S1550,Supplier P,14.91,3.58,0.032,0.102,0.501,0.352
S1551,Supplier Q,9.6,2.98,0.045,0.164,0.915,0.205
S1552,Supplier R,9.19,4.16,0.078,0.057,0.959,0.158
S1553,Supplier S,6.49,3.4,0.108,0.067,0.865,0.176
S1554,Supplier T,6.69,2.25,0.148,0.248,0.964,0.236
S1555,Supplier U,9.09,2.72,0.072,0.193,0.581,0.323
S1556,Supplier V,11.47,1.6,0.083,0.241,0.917,0.269
S1557,Supplier W,13.65,2.89,0.083,0.088,0.693,0.297
S1558,Supplier X,6.79,4.11,0.086,0.058,0.498,0.276
S1559,Supplier Y,15.97,3.69,0.082,0.136,0.801,0.307
S1560,Supplier Z,8.92,4.4,0.011,0.134,0.81,0.204
S1561,Supplier A,9.91,2.7,0.01,0.06,0.572,0.256
S1562,Supplier B,7.01,4.35,0.024,0.189,0.416,0.33
S1563,Supplier C,2.0,2.81,0.024,0.103,0.52,0.215
S1564,Supplier D,13.54,4.47,0.109,0.063,0.64,0.312
S1565,Supplier E,12.95,2.98,0.039,0.096,0.501,0.333
S1566,Supplier F,8.87,3.71,0.135,0.15,0.516,0.348
S1567,Supplier G,10.27,4.48,0.14,0.187,0.635,0.343
S1568,Supplier H,12.06,2.81,0.147,0.131,0.977,0.238
S1569,Supplier I,3.75,3.22,0.141,0.141,0.859,0.193
S1570,Supplier J,7.88,4.29,0.048,0.052,0.592,0.241
S1571,Supplier K,13.18,2.87,0.081,0.23,0.971,0.265
S1572,Supplier L,4.98,1.68,0.035,0.234,0.787,0.221
S1573,Supplier M,11.17,5.14,0.123,0.177,0.673,0.33
S1574,Supplier N,4.57,2.53,0.134,0.024,0.681,0.205
S1575,Supplier O,11.87,3.16,0.129,0.144,0.646,0.334
S1576,Supplier P,9.86,4.16,0.071,0.165,0.54,0.331
S1577,Supplier Q,3.54,2.39,0.116,0.249,0.632,0.292
S1578,Supplier R,14.66,1.99,0.024,0.249,0.717,0.341
S1579,Supplier S,7.06,3.25,0.016,0.217,0.717,0.249
S1580,Supplier T,6.76,1.21,0.115,0.035,0.857,0.171
S1581,Supplier U,10.8,2.71,0.07,0.239,0.615,0.347
S1582,Supplier V,14.59,3.25,0.149,0.161,0.83,0.321
S1583,Supplier W,5.94,2.73,0.024,0.204,0.747,0.226
S1584,Supplier X,10.25,1.46,0.13,0.114,0.977,0.207
S1585,Supplier Y,11.72,4.59,0.077,0.094,0.631,0.296
S1586,Supplier Z,12.77,3.1,0.126,0.127,0.941,0.246
S1587,Supplier A,10.71,4.43,0.124,0.054,0.892,0.211
S1588,Supplier B,8.53,2.74,0.138,0.102,0.783,0.247
S1589,Supplier C,6.69,2.12,0.052,0.217,0.793,0.237
S1590,Supplier D,10.34,3.27,0.143,0.029,0.451,0.337
S1591,Supplier E,5.71,2.78,0.031,0.055,0.97,0.1
S1592,Supplier F,2.0,1.82,0.021,0.049,0.464,0.209
S1593,Supplier G,11.75,4.47,0.07,0.113,0.738,0.269
S1594,Supplier H,13.62,2.38,0.126,0.249,0.598,0.407
S1595,Supplier I,2.0,1.16,0.076,0.06,0.658,0.177
S1596,Supplier J,5.96,4.33,0.126,0.053,0.766,0.202
S1597,Supplier K,12.48,2.5,0.112,0.23,0.945,0.278
S1598,Supplier L,18.23,2.39,0.039,0.223,0.675,0.385
S1599,Supplier M,10.08,1.23,0.143,0.027,0.993,0.171
S1600,Supplier N,7.09,4.74,0.019,0.193,0.756,0.229
S1601,Supplier O,9.27,1.71,0.136,0.171,0.496,0.366
S1602,Supplier P,15.5,3.06,0.053,0.197,0.514,0.4
S1603,Supplier Q,7.42,3.91,0.08,0.134,0.83,0.211
S1604,Supplier R,6.8,3.42,0.069,0.248,0.43,0.366
S1605,Supplier S,8.07,2.94,0.034,0.03,0.688,0.2
S1606,Supplier T,6.19,1.3,0.06,0.074,0.489,0.269
S1607,Supplier U,10.49,2.19,0.037,0.111,0.66,0.266
S1608,Supplier V,16.5,3.19,0.039,0.123,0.85,0.275
S1609,Supplier W,11.29,2.21,0.036,0.232,0.675,0.318
S1610,Supplier X,8.99,3.2,0.078,0.149,0.498,0.331
S1611,Supplier Y,8.83,3.68,0.122,0.03,0.551,0.284
S1612,Supplier Z,3.75,3.96,0.09,0.114,0.621,0.233
S1613,Supplier A,13.53,1.77,0.135,0.116,0.442,0.403
S1614,Supplier B,9.69,5.2,0.099,0.242,0.751,0.308
S1615,Supplier C,9.28,3.77,0.107,0.158,0.765,0.269
S1616,Supplier D,22.77,3.0,0.103,0.166,0.437,0.504
S1617,Supplier E,11.2,4.09,0.073,0.184,0.641,0.322
S1618,Supplier F,6.99,5.37,0.107,0.197,0.648,0.297
S1619,Supplier G,8.29,1.56,0.02,0.166,0.6,0.277
S1620,Supplier H,14.59,2.77,0.13,0.075,0.735,0.308
S1621,Supplier I,10.45,0.62,0.119,0.221,0.608,0.358
S1622,Supplier J,4.25,3.19,0.044,0.188,0.65,0.241
S1623,Supplier K,13.68,3.37,0.118,0.191,0.879,0.296
S1624,Supplier L,7.33,2.96,0.012,0.249,0.497,0.328
S1625,Supplier M,17.49,2.35,0.04,0.205,0.771,0.341
S1626,Supplier N,14.32,0.95,0.019,0.211,0.703,0.324
S1627,Supplier O,8.21,3.37,0.119,0.239,0.583,0.35
S1628,Supplier P,15.12,4.46,0.116,0.055,0.837,0.269
S1629,Supplier Q,10.27,2.41,0.124,0.134,0.731,0.287
S1630,Supplier R,13.41,3.44,0.011,0.154,0.686,0.294
S1631,Supplier S,11.94,1.43,0.08,0.096,0.801,0.25
S1632,Supplier T,6.61,3.46,0.109,0.213,0.881,0.23
S1633,Supplier U,7.43,2.61,0.032,0.195,0.984,0.17
S1634,Supplier V,14.12,2.24,0.101,0.186,0.778,0.323
S1635,Supplier W,8.66,2.24,0.022,0.249,0.925,0.218
S1636,Supplier X,8.39,2.61,0.035,0.08,0.401,0.31
S1637,Supplier Y,6.18,3.38,0.077,0.189,0.718,0.253
S1638,Supplier Z,11.69,1.69,0.101,0.147,0.529,0.358
S1639,Supplier A,18.25,2.6,0.03,0.092,0.457,0.395
S1640,Supplier B,5.73,2.96,0.036,0.057,0.719,0.179
S1641,Supplier C,10.1,1.9,0.039,0.226,0.848,0.252
S1642,Supplier D,15.65,4.8,0.043,0.157,0.647,0.342
S1643,Supplier E,9.68,2.15,0.042,0.21,0.802,0.257
S1644,Supplier F,11.81,2.33,0.065,0.145,0.694,0.294
S1645,Supplier G,5.75,2.02,0.102,0.071,0.662,0.228
S1646,Supplier H,11.71,4.8,0.071,0.098,0.574,0.312
S1647,Supplier I,9.25,3.55,0.119,0.108,0.63,0.294
S1648,Supplier J,13.94,2.06,0.111,0.244,0.61,0.398
S1649,Supplier K,14.75,4.11,0.028,0.021,0.788,0.231
S1650,Supplier L,20.36,3.2,0.017,0.247,0.47,0.468
S1651,Supplier M,12.32,3.26,0.133,0.246,0.456,0.438
S1652,Supplier N,11.3,2.66,0.021,0.249,0.796,0.282
S1653,Supplier O,10.78,2.25,0.031,0.13,0.728,0.254
S1654,Supplier P,8.59,3.34,0.013,0.242,0.658,0.29
S1655,Supplier Q,11.35,2.45,0.098,0.111,0.491,0.35
S1656,Supplier R,8.82,4.82,0.092,0.026,0.647,0.241
S1657,Supplier S,10.67,1.73,0.148,0.072,0.874,0.232
S1658,Supplier T,15.27,4.54,0.134,0.237,0.934,0.321
S1659,Supplier U,5.97,2.89,0.068,0.023,0.822,0.15
S1660,Supplier V,14.56,3.3,0.062,0.146,0.436,0.398
S1661,Supplier W,15.27,3.83,0.052,0.037,0.802,0.248
S1662,Supplier X,9.53,2.37,0.031,0.086,0.545,0.279
S1663,Supplier Y,2.0,3.86,0.029,0.04,0.589,0.171
S1664,Supplier Z,7.57,0.5,0.029,0.218,0.518,0.319
S1665,Supplier A,15.19,2.28,0.026,0.156,0.865,0.265
S1666,Supplier B,9.91,2.08,0.044,0.227,0.789,0.271
S1667,Supplier C,6.0,1.75,0.053,0.178,0.767,0.222
S1668,Supplier D,7.98,2.79,0.145,0.243,0.801,0.295
S1669,Supplier E,13.36,3.39,0.091,0.137,0.542,0.362
S1670,Supplier F,12.19,3.7,0.148,0.167,0.667,0.348
S1671,Supplier G,9.04,3.24,0.062,0.153,0.78,0.242
S1672,Supplier H,8.53,2.33,0.074,0.131,0.782,0.233
S1673,Supplier I,8.43,3.37,0.055,0.215,0.875,0.23
S1674,Supplier J,6.31,3.12,0.036,0.168,0.572,0.273
S1675,Supplier K,16.46,3.94,0.03,0.204,0.862,0.3
S1676,Supplier L,8.71,3.78,0.142,0.201,0.664,0.325
S1677,Supplier M,14.87,3.03,0.148,0.064,0.802,0.293
S1678,Supplier N,16.09,2.1,0.016,0.17,0.673,0.333
S1679,Supplier O,13.99,2.35,0.031,0.066,0.969,0.188
S1680,Supplier P,8.27,2.45,0.069,0.154,0.508,0.32
S1681,Supplier Q,11.61,2.68,0.036,0.176,0.805,0.259
S1682,Supplier R,9.9,3.27,0.061,0.249,0.746,0.299
S1683,Supplier S,6.39,3.72,0.028,0.027,0.504,0.235
S1684,Supplier T,11.3,2.95,0.074,0.041,0.44,0.327
S1685,Supplier U,5.28,3.02,0.048,0.038,0.879,0.123
S1686,Supplier V,14.75,3.14,0.059,0.112,0.494,0.368
S1687,Supplier W,8.14,2.48,0.023,0.209,0.512,0.321
S1688,Supplier X,10.8,2.07,0.07,0.214,0.987,0.226
S1689,Supplier Y,11.13,1.24,0.148,0.19,0.83,0.297
S1690,Supplier Z,8.96,2.3,0.056,0.226,0.55,0.337
S1691,Supplier A,12.35,3.47,0.133,0.094,0.755,0.288
S1692,Supplier B,8.1,2.3,0.128,0.04,0.72,0.232
S1693,Supplier C,13.49,2.76,0.143,0.033,0.907,0.234
S1694,Supplier D,4.62,3.47,0.121,0.216,0.838,0.23
S1695,Supplier E,10.51,3.52,0.102,0.188,0.899,0.251
S1696,Supplier F,17.76,1.92,0.13,0.181,0.527,0.444
S1697,Supplier G,6.0,4.0,0.021,0.098,0.784,0.172
S1698,Supplier H,7.29,4.13,0.075,0.107,0.424,0.319
S1699,Supplier I,12.06,1.87,0.148,0.24,0.441,0.444
S1700,Supplier J,10.72,2.18,0.118,0.035,0.828,0.22
S1701,Supplier K,11.4,4.19,0.145,0.198,0.415,0.427
S1702,Supplier L,11.96,2.85,0.119,0.091,0.748,0.279
S1703,Supplier M,12.54,0.78,0.132,0.029,0.904,0.219
S1704,Supplier N,14.44,1.6,0.109,0.191,0.628,0.376
S1705,Supplier O,11.64,2.75,0.116,0.096,0.427,0.373
S1706,Supplier P,9.03,1.84,0.083,0.186,0.828,0.25
S1707,Supplier Q,12.69,2.59,0.139,0.183,0.958,0.268
S1708,Supplier R,17.6,3.03,0.126,0.143,0.83,0.334
S1709,Supplier S,9.47,4.46,0.128,0.199,0.747,0.301
S1710,Supplier T,6.1,2.71,0.104,0.154,0.538,0.303
S1711,Supplier U,14.43,4.07,0.053,0.086,0.409,0.377
S1712,Supplier V,9.52,4.43,0.015,0.189,0.817,0.232
S1713,Supplier W,2.0,4.43,0.141,0.156,0.539,0.277
S1714,Supplier X,13.39,3.28,0.092,0.023,0.915,0.205
S1715,Supplier Y,7.86,1.04,0.052,0.227,0.68,0.286
S1716,Supplier Z,9.64,3.46,0.031,0.145,0.718,0.251
S1717,Supplier A,11.33,4.05,0.126,0.22,0.852,0.296
S1718,Supplier B,10.76,2.92,0.127,0.223,0.868,0.287
S1719,Supplier C,12.84,4.74,0.124,0.122,0.786,0.291
S1720,Supplier D,8.26,3.86,0.1,0.137,0.963,0.188
S1721,Supplier E,12.05,3.57,0.061,0.116,0.989,0.194
S1722,Supplier F,8.96,4.09,0.053,0.123,0.968,0.17
S1723,Supplier G,12.96,3.33,0.011,0.226,0.895,0.256
S1724,Supplier H,12.46,0.51,0.127,0.201,0.823,0.309
S1725,Supplier I,6.26,2.5,0.022,0.049,0.798,0.152
S1726,Supplier J,14.34,4.2,0.098,0.16,0.462,0.408
S1727,Supplier K,7.86,2.19,0.081,0.249,0.563,0.342
S1728,Supplier L,13.23,2.78,0.084,0.157,0.403,0.408
S1729,Supplier M,11.47,1.96,0.14,0.201,0.482,0.406
S1730,Supplier N,17.35,4.78,0.014,0.197,0.664,0.359
S1731,Supplier O,9.11,4.68,0.118,0.101,0.488,0.332
S1732,Supplier P,8.6,2.12,0.017,0.106,0.941,0.153
S1733,Supplier Q,9.92,3.15,0.015,0.187,0.883,0.215
S1734,Supplier R,8.79,2.32,0.07,0.135,0.443,0.337
S1735,Supplier S,13.2,3.61,0.019,0.151,0.549,0.335
S1736,Supplier T,3.53,3.51,0.12,0.184,0.891,0.19
S1737,Supplier U,5.79,3.81,0.084,0.199,0.882,0.206
S1738,Supplier V,5.73,3.33,0.014,0.082,0.967,0.106
S1739,Supplier W,13.8,5.94,0.016,0.054,0.999,0.166
S1740,Supplier X,16.84,1.97,0.096,0.087,0.986,0.246
S1741,Supplier Y,9.58,1.29,0.123,0.137,0.646,0.306
S1742,Supplier Z,9.32,2.61,0.071,0.099,0.55,0.296
S1743,Supplier A,10.28,1.43,0.088,0.151,0.855,0.242
S1744,Supplier B,14.65,1.51,0.122,0.032,0.58,0.334
S1745,Supplier C,6.29,2.0,0.095,0.137,0.884,0.191
S1746,Supplier D,10.95,2.08,0.041,0.105,0.72,0.252
S1747,Supplier E,13.9,2.05,0.096,0.143,0.876,0.272
S1748,Supplier F,12.0,3.52,0.098,0.117,0.566,0.336
S1749,Supplier G,10.76,2.49,0.113,0.085,0.705,0.275
S1750,Supplier H,14.0,2.82,0.097,0.228,0.738,0.348
S1751,Supplier I,2.0,3.89,0.146,0.062,0.966,0.114
S1752,Supplier J,12.71,2.23,0.038,0.177,0.56,0.345
S1753,Supplier K,7.38,2.74,0.143,0.233,0.962,0.236
S1754,Supplier L,2.68,3.37,0.085,0.144,0.883,0.154
S1755,Supplier M,12.04,1.06,0.104,0.222,0.839,0.299
S1756,Supplier N,15.49,0.62,0.024,0.049,0.872,0.222
S1757,Supplier O,9.45,3.35,0.063,0.134,0.763,0.244
S1758,Supplier P,13.81,3.49,0.118,0.125,0.546,0.371
S1759,Supplier Q,16.45,5.06,0.109,0.022,0.514,0.363
S1760,Supplier R,15.26,3.16,0.016,0.122,0.92,0.232
S1761,Supplier S,16.56,3.82,0.087,0.105,0.835,0.292
S1762,Supplier T,12.97,2.8,0.022,0.174,0.528,0.35
S1763,Supplier U,10.3,3.3,0.149,0.236,0.769,0.326
S1764,Supplier V,3.59,4.67,0.136,0.04,0.669,0.206
S1765,Supplier W,9.02,0.88,0.013,0.095,0.495,0.285
S1766,Supplier X,6.63,3.41,0.13,0.122,0.719,0.251
S1767,Supplier Y,18.68,5.14,0.139,0.125,0.569,0.422
S1768,Supplier Z,9.3,3.28,0.059,0.198,0.458,0.359
S1769,Supplier A,10.49,4.65,0.111,0.122,0.68,0.294
S1770,Supplier B,12.21,2.37,0.072,0.026,0.754,0.235
S1771,Supplier C,10.17,2.97,0.102,0.183,0.428,0.387
S1772,Supplier D,16.78,3.03,0.058,0.224,0.641,0.388
S1773,Supplier E,7.51,0.78,0.055,0.138,0.555,0.286
S1774,Supplier F,10.78,1.83,0.069,0.154,0.418,0.371
S1775,Supplier G,7.03,1.9,0.03,0.057,0.475,0.263
S1776,Supplier H,4.72,3.82,0.126,0.071,0.483,0.281
S1777,Supplier I,7.55,3.87,0.059,0.074,0.51,0.276
S1778,Supplier J,9.85,3.32,0.066,0.119,0.882,0.208
S1779,Supplier K,8.28,3.82,0.135,0.233,0.664,0.331
S1780,Supplier L,7.23,2.84,0.08,0.14,0.488,0.314
S1781,Supplier M,4.37,4.2,0.086,0.064,0.46,0.266
S1782,Supplier N,9.67,3.01,0.144,0.081,0.579,0.313
S1783,Supplier O,3.98,3.06,0.134,0.108,0.879,0.173
S1784,Supplier P,13.04,2.73,0.034,0.163,0.619,0.324
S1785,Supplier Q,10.33,3.68,0.076,0.121,0.496,0.333
S1786,Supplier R,4.17,2.58,0.146,0.11,0.642,0.251
S1787,Supplier S,8.76,3.98,0.062,0.15,0.733,0.252
S1788,Supplier T,6.99,1.87,0.062,0.076,0.418,0.3
S1789,Supplier U,11.28,1.9,0.037,0.038,0.777,0.21
S1790,Supplier V,15.36,3.69,0.026,0.026,0.637,0.283
S1791,Supplier W,2.5,2.91,0.114,0.078,0.406,0.28
S1792,Supplier X,10.46,2.55,0.118,0.041,0.804,0.227
S1793,Supplier Y,9.36,3.89,0.146,0.097,0.827,0.243
S1794,Supplier Z,12.69,2.39,0.118,0.198,0.777,0.32
S1795,Supplier A,10.85,2.8,0.044,0.185,0.605,0.319
S1796,Supplier B,6.99,4.4,0.016,0.161,0.718,0.225
S1797,Supplier C,8.72,4.54,0.148,0.216,0.632,0.343
S1798,Supplier D,6.82,4.57,0.058,0.085,0.82,0.179
S1799,Supplier E,14.3,2.72,0.054,0.224,0.75,0.329
S1800,Supplier F,10.09,4.23,0.137,0.112,0.449,0.366
S1801,Supplier G,17.6,2.05,0.092,0.112,0.786,0.322
S1802,Supplier H,9.76,2.09,0.04,0.113,0.812,0.215
S1803,Supplier I,7.17,0.65,0.134,0.043,0.622,0.256
S1804,Supplier J,3.95,4.67,0.149,0.244,0.925,0.219
S1805,Supplier K,2.79,2.14,0.022,0.052,0.906,0.086
S1806,Supplier L,3.66,2.87,0.131,0.098,0.505,0.277
S1807,Supplier M,11.07,2.09,0.065,0.093,0.943,0.191
S1808,Supplier N,12.03,3.7,0.083,0.037,0.665,0.269
S1809,Supplier O,3.68,2.62,0.138,0.055,0.834,0.164
S1810,Supplier P,13.58,1.7,0.146,0.03,0.888,0.24
S1811,Supplier Q,8.07,3.44,0.047,0.087,0.703,0.223
S1812,Supplier R,10.59,1.57,0.04,0.219,0.639,0.318
S1813,Supplier S,16.45,2.16,0.021,0.098,0.949,0.227
S1814,Supplier T,13.59,0.89,0.089,0.048,0.539,0.329
S1815,Supplier U,8.93,1.58,0.012,0.169,0.554,0.295
S1816,Supplier V,6.44,3.18,0.068,0.249,0.617,0.306
S1817,Supplier W,2.0,1.04,0.02,0.073,0.916,0.083
S1818,Supplier X,7.12,1.52,0.067,0.084,0.963,0.143
S1819,Supplier Y,9.16,3.0,0.016,0.244,0.532,0.336
S1820,Supplier Z,6.05,2.46,0.127,0.061,0.918,0.16
S1821,Supplier A,9.47,4.99,0.039,0.138,0.555,0.299
S1822,Supplier B,10.31,4.83,0.056,0.075,0.982,0.161
S1823,Supplier C,9.1,2.13,0.132,0.234,0.758,0.31
S1824,Supplier D,7.4,3.56,0.114,0.246,0.404,0.397
S1825,Supplier E,10.67,3.75,0.041,0.207,0.42,0.38
S1826,Supplier F,11.77,2.4,0.02,0.092,0.488,0.316
S1827,Supplier G,5.64,1.5,0.11,0.113,0.513,0.292
S1828,Supplier H,15.64,2.99,0.065,0.076,0.861,0.254
S1829,Supplier I,9.61,2.83,0.117,0.225,0.534,0.373
S1830,Supplier J,10.08,2.56,0.072,0.23,0.981,0.227
S1831,Supplier K,12.83,3.44,0.058,0.116,0.782,0.264
S1832,Supplier L,10.93,2.25,0.073,0.171,0.816,0.262
S1833,Supplier M,13.81,1.85,0.115,0.058,0.531,0.348
S1834,Supplier N,11.15,3.11,0.136,0.12,0.936,0.233
S1835,Supplier O,7.55,3.39,0.017,0.165,0.801,0.208
S1836,Supplier P,11.45,1.82,0.083,0.109,0.919,0.216
S1837,Supplier Q,5.43,3.93,0.015,0.102,0.974,0.109
S1838,Supplier R,10.43,1.23,0.076,0.02,0.475,0.3
S1839,Supplier S,9.87,2.42,0.134,0.205,0.458,0.397
S1840,Supplier T,9.17,2.74,0.061,0.225,0.882,0.241
S1841,Supplier U,9.49,2.36,0.141,0.243,0.92,0.272
S1842,Supplier V,2.47,2.43,0.098,0.185,0.75,0.213
S1843,Supplier W,7.81,4.87,0.141,0.146,0.62,0.307
S1844,Supplier X,10.37,2.15,0.116,0.082,0.792,0.245
S1845,Supplier Y,10.64,5.44,0.024,0.25,0.583,0.341
S1846,Supplier Z,5.89,3.44,0.042,0.156,0.543,0.275
S1847,Supplier A,15.06,3.09,0.065,0.177,0.693,0.34
S1848,Supplier B,6.54,3.48,0.034,0.177,0.53,0.291
S1849,Supplier C,13.88,5.53,0.079,0.214,0.69,0.349
S1850,Supplier D,11.71,2.01,0.076,0.022,0.974,0.164
S1851,Supplier E,7.42,1.88,0.144,0.071,0.904,0.189
S1852,Supplier F,17.1,2.25,0.071,0.173,0.965,0.279
S1853,Supplier G,5.23,3.03,0.12,0.226,0.884,0.225
S1854,Supplier H,13.68,1.27,0.142,0.178,0.613,0.381
S1855,Supplier I,14.0,3.02,0.133,0.115,0.887,0.273
S1856,Supplier J,7.32,4.69,0.039,0.103,0.954,0.144
S1857,Supplier K,15.57,3.15,0.079,0.19,0.968,0.273
S1858,Supplier L,9.0,2.71,0.059,0.19,0.81,0.247
S1859,Supplier M,11.15,2.38,0.066,0.16,0.527,0.344
S1860,Supplier N,11.04,3.9,0.061,0.087,0.424,0.342
S1861,Supplier O,9.46,2.17,0.126,0.233,0.488,0.392
S1862,Supplier P,13.24,4.85,0.073,0.147,0.979,0.227
S1863,Supplier Q,13.17,4.93,0.083,0.202,0.677,0.343
S1864,Supplier R,3.01,3.26,0.148,0.069,0.913,0.143
S1865,Supplier S,15.22,2.99,0.018,0.099,0.679,0.295
S1866,Supplier T,3.35,4.03,0.078,0.221,0.796,0.214
S1867,Supplier U,14.13,4.09,0.118,0.032,0.414,0.377
S1868,Supplier V,14.51,2.19,0.031,0.138,0.55,0.348
S1869,Supplier W,5.64,2.47,0.096,0.131,0.662,0.248
S1870,Supplier X,8.36,1.68,0.044,0.193,0.778,0.245
S1871,Supplier Y,5.58,3.41,0.131,0.085,0.503,0.291
S1872,Supplier Z,9.14,3.67,0.056,0.07,0.859,0.184
S1873,Supplier A,8.77,1.65,0.056,0.233,0.619,0.318
S1874,Supplier B,13.12,2.54,0.094,0.151,0.89,0.262
S1875,Supplier C,15.24,1.65,0.036,0.044,0.459,0.347
S1876,Supplier D,15.58,2.1,0.05,0.064,0.808,0.259
S1877,Supplier E,7.75,3.55,0.068,0.25,0.576,0.332
S1878,Supplier F,9.16,2.27,0.06,0.065,0.877,0.178
S1879,Supplier G,3.27,2.7,0.083,0.16,0.641,0.238
S1880,Supplier H,6.78,1.37,0.094,0.117,0.799,0.212
S1881,Supplier I,13.86,3.19,0.089,0.224,0.961,0.276
S1882,Supplier J,16.46,2.96,0.102,0.194,0.412,0.459
S1883,Supplier K,5.06,2.27,0.053,0.157,0.407,0.313
S1884,Supplier L,7.63,2.81,0.028,0.022,0.862,0.138
S1885,Supplier M,9.89,3.18,0.117,0.222,0.788,0.298
S1886,Supplier N,11.12,2.19,0.129,0.122,0.576,0.339
S1887,Supplier O,6.76,1.52,0.046,0.234,0.697,0.271
S1888,Supplier P,11.7,4.81,0.067,0.134,0.425,0.37
S1889,Supplier Q,8.1,2.37,0.08,0.18,0.515,0.33
S1890,Supplier R,9.94,2.9,0.085,0.036,0.655,0.251
S1891,Supplier S,12.19,4.01,0.102,0.191,0.9,0.269
S1892,Supplier T,10.03,6.53,0.016,0.098,0.688,0.239
S1893,Supplier U,8.25,1.76,0.111,0.101,0.752,0.242
S1894,Supplier V,9.56,3.45,0.019,0.047,0.924,0.145
S1895,Supplier W,9.65,2.29,0.076,0.054,0.585,0.273
S1896,Supplier X,8.52,2.46,0.126,0.063,0.82,0.215
S1897,Supplier Y,8.96,2.28,0.073,0.095,0.917,0.182
S1898,Supplier Z,16.39,1.87,0.031,0.225,0.522,0.41
S1899,Supplier A,12.24,2.96,0.148,0.105,0.614,0.339
S1900,Supplier B,8.82,1.53,0.134,0.187,0.988,0.22
S1901,Supplier C,12.79,3.95,0.118,0.039,0.99,0.194
S1902,Supplier D,8.66,3.06,0.068,0.156,0.534,0.316
S1903,Supplier E,14.69,3.42,0.036,0.131,0.44,0.382
S1904,Supplier F,11.48,2.53,0.142,0.245,0.563,0.401
S1905,Supplier G,9.57,2.63,0.085,0.215,0.639,0.324
S1906,Supplier H,11.79,3.29,0.129,0.125,0.665,0.32
S1907,Supplier I,3.72,1.84,0.058,0.198,0.771,0.208
S1908,Supplier J,5.49,2.64,0.057,0.064,0.94,0.122
S1909,Supplier K,5.22,2.14,0.148,0.149,0.598,0.292
S1910,Supplier L,10.57,2.11,0.083,0.037,0.91,0.181
S1911,Supplier M,16.93,0.89,0.03,0.1,0.456,0.384
S1912,Supplier N,18.93,4.34,0.041,0.072,0.425,0.407
S1913,Supplier O,12.55,2.31,0.077,0.185,0.702,0.32
S1914,Supplier P,12.0,4.16,0.016,0.133,0.436,0.349
S1915,Supplier Q,2.8,4.07,0.075,0.193,0.635,0.244
S1916,Supplier R,7.83,1.71,0.069,0.139,0.938,0.18
S1917,Supplier S,6.85,1.91,0.119,0.04,0.545,0.269
S1918,Supplier T,7.52,5.56,0.06,0.189,0.824,0.228
S1919,Supplier U,9.33,4.75,0.148,0.212,0.581,0.363
S1920,Supplier V,8.11,2.97,0.035,0.228,0.427,0.358
S1921,Supplier W,2.08,3.26,0.093,0.152,0.734,0.198
S1922,Supplier X,12.99,2.37,0.023,0.193,0.901,0.246
S1923,Supplier Y,5.71,3.43,0.113,0.193,0.646,0.286
S1924,Supplier Z,10.96,2.28,0.149,0.056,0.77,0.26
S1925,Supplier A,18.3,0.97,0.125,0.058,0.94,0.274
S1926,Supplier B,6.32,1.68,0.088,0.036,0.874,0.151
S1927,Supplier C,2.0,3.02,0.078,0.094,0.516,0.234
S1928,Supplier D,8.86,1.87,0.127,0.129,0.84,0.239
S1929,Supplier E,14.4,2.93,0.141,0.25,0.701,0.39
S1930,Supplier F,17.83,1.93,0.148,0.119,0.848,0.331
S1931,Supplier G,5.08,2.22,0.066,0.187,0.697,0.243
S1932,Supplier H,11.99,3.85,0.149,0.179,0.477,0.408
S1933,Supplier I,8.14,3.25,0.032,0.067,0.742,0.198
S1934,Supplier J,9.58,2.99,0.045,0.033,0.695,0.219
S1935,Supplier K,20.58,3.88,0.022,0.146,0.711,0.36
S1936,Supplier L,3.99,3.48,0.048,0.181,0.927,0.153
S1937,Supplier M,11.01,4.45,0.118,0.25,0.937,0.276
S1938,Supplier N,11.87,2.54,0.129,0.102,0.672,0.31
S1939,Supplier O,14.34,2.57,0.119,0.226,0.673,0.379
S1940,Supplier P,10.39,1.7,0.098,0.108,0.709,0.274
S1941,Supplier Q,11.23,2.57,0.082,0.179,0.712,0.303
S1942,Supplier R,8.43,3.96,0.109,0.158,0.97,0.2
S1943,Supplier S,11.08,4.3,0.065,0.032,0.79,0.213
S1944,Supplier T,8.63,3.96,0.128,0.038,0.566,0.283
S1945,Supplier U,12.49,1.21,0.105,0.025,0.719,0.261
S1946,Supplier V,8.52,4.08,0.108,0.105,0.776,0.238
S1947,Supplier W,11.51,1.16,0.085,0.192,0.784,0.291
